set_number,LCT,gamma_detection_method,alpha_detection_method,beta_detection_method,set_read_index,weight_total_kg,pabs_trawl,p_abs_eDNA,area,line,net_tow,date,time_in_water_gmt,start_latitude_n,start_longitude_w,time_door_in,lat_door_in_deg,lat_door_in_min,long_door_in_deg,long_door_in_min,time_door_out,lat_door_out_deg,lat_door_out_min,long_door_out_deg,long_door_out_min,time_out_of_water_gmt,end_latitude_n,end_longitude_w,bottom_depth_m,depth_range_targeted_m,depth_mean,time_target_depth_start_gmt,time_target_depth_stop_gmt,average_wire_out,vessel_tow_speed_knots,codend_fullness,fraction_processed,notes,leg,lat_door_in_dd,long_door_in_dd,lat_door_out_dd,long_door_out_dd,duration_minutes
2,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,1.63169233711487,0,0,1,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35
2,Gadus/chalcogrammus,both eDNA/trawl,only eDNA,both eDNA/trawl,12.0284214665176,0,0,1,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35
2,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.18,1,0,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35
2,Sebastes alutus,only eDNA,only eDNA,only eDNA,6,0,0,1,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35
2,Sebastes entomelas,both eDNA/trawl,only trawl,only trawl,0,0.878,1,0,JS,-,2,18-08-02,0:14,50 29.629,126 29.957,0:22,50,29.627,126,30.214,0:57,50,29.883,126,32.521,1:11,50 30.088,126 33.240,382,120,120,0:28,0:52,,2.7-3.3,-,-,,northern,50.49378333333333,-126.50356666666667,50.49805,-126.54201666666667,35
3,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,102.556093116722,2.89,1,1,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.0300405233866254,0.558,1,1,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Spirinchus starksi,only trawl,only trawl,only trawl,0,0.028,1,0,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Anoplopoma fimbria,both eDNA/trawl,only eDNA,both eDNA/trawl,0.202888854396687,0,0,1,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Merluccius productus,both eDNA/trawl,only eDNA,both eDNA/trawl,4.3037726491415,0,0,1,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.806,1,0,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
3,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.044,1,0,MI,M1,3,18-08-02,15:30,50 41.229,126 52.860,15:39,50,41.253,126,52.961,15:53,50,41.965,126,53.297,16:01,50 42.246,126 53.192,193,100-120,110,15:43,15:50,,3.7-3.9,2 baskets full,-,,northern,50.68755,-126.88268333333333,50.699416666666664,-126.88828333333333,14
4,Mallotus villosus,only trawl,only trawl,only trawl,0,1e-04,1,0,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,47.206,1,0,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,7.882,1,0,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Oncorhynchus kisutch,both eDNA/trawl,only trawl,both eDNA/trawl,0,3.188,1,0,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,105.775193340811,0.182,1,1,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,3.05,1,0,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
4,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.93341358300788,0.774,1,1,MI,M2,4,18-08-02,17:23,50 41.023,126 56.259,17:33,50,40.967,126,56.403,18:04,50,41.741,126,58.626,18:10,50 41.748,126 58.931,165,130-140,135,17:40,18:00,,~3.2,4 baskets,-,,northern,50.68278333333333,-126.94005,50.695683333333335,-126.9771,31
5,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,18,0.02,1,1,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32
5,Sebastes flavidus,only trawl,only trawl,only trawl,0,1.246,1,0,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32
5,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.052,1,0,JS,-,5,18-08-03,16:07,50 32.130,126 40.264,16:16,50,32.202,126,40.396,16:48,50,31.462,126,38.241,17:05,50 30.993,126 37.756,408,100,100,16:22,16:43,,3,almost 0,-,,northern,50.5367,-126.67326666666666,50.524366666666666,-126.63735,32
7,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,1.52,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Sebastes crameri,only eDNA,only eDNA,only eDNA,3,0,0,1,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,7.344,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Clupea pallasii,both eDNA/trawl,only eDNA,both eDNA/trawl,36,0,0,1,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Anoplopoma fimbria,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.732,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,1.9123643008133,0,0,1,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Oncorhynchus kisutch,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.034,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Corphaenidoes sp,only trawl,only trawl,only trawl,0,0.002,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
7,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,4.46,1,0,JS,J24,7,18-08-04,21:45,50 29.342,126 15.979,21:55,50,29.25,126,16.147,22:30,50,29.23,126,19.043,22:37,50 29.177,126 19.534,371,160,160,22:03,22:23,,~3.5,-,-,,northern,50.4875,-126.26911666666666,50.48716666666667,-126.31738333333334,35
8,Sebastes entomelas,both eDNA/trawl,only eDNA,only eDNA,0.0489330666685468,0,0,1,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,9.46,1,0,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.51722734451176,0.681,1,1,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,11.15,1,0,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Sebastes sp,only trawl,only trawl,only trawl,0,1e-04,1,0,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,97.832728770578,3.273,1,1,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
8,Oncorhynchus keta,both eDNA/trawl,only eDNA,both eDNA/trawl,3,0,0,1,JF,F4,8,18-08-08,16:25,48 17.344,123 45.230,16:37,48,17.535,123,45.101,16:55,48,17.236,123,43.965,16:59,48 17.206,123 43.833,174,60,60,16:41,16:55,120 fm,3.2-5.4,big catch (3000 lbs),3 baskets subsampled,Ben added CTD onto trawl net.,southern,48.29225,-123.75168333333333,48.28726666666667,-123.73275,18
9,Parophrys vetulus,only trawl,only trawl,only trawl,0,0.164,1,0,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Oncorhynchus nerka,only eDNA,only eDNA,only eDNA,0.242885099245178,0,0,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,15.92,1,0,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.801346058365974,1.584,1,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,96.2281231408721,3.488,1,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Sebastes crameri,only eDNA,only eDNA,only eDNA,3,0,0,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.88,1,0,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,25.495,1,0,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,4.83664907101568,39.702,1,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Anoplopoma fimbria,both eDNA/trawl,only eDNA,only eDNA,0.436156761983642,0,0,1,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
9,Reinhardtius hippoglossoides,only trawl,only trawl,only trawl,0,3.034,1,0,JF,F7,9,18-08-08,21:56,48 18.950,123 45.401,22:04,48,18.961,123,45.271,22:34,48,19.449,123,46.886,22:41,48 19.389,123 47.266,172,140-120,130,22:10,22:30,210 fm,~2.4,-,-,,southern,48.31601666666667,-123.75451666666666,48.32415,-123.78143333333334,30
