kingdom,phylum,class,order,family,genus,species,gbif_query,query,taxo_query_level,higher_taxo_source,worms_query
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV320,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV326,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV352,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV379,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV439,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV488,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV491,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV534,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV539,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Spirinchus,Spirinchus lanceolatus,2410895,ASV593,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV16,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV66,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV290,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV310,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV323,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV366,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV387,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV395,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV398,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV549,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV556,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,5214022,ASV563,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV20,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV58,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV63,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV84,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV85,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV125,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV148,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV171,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV332,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV356,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV454,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV465,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,8351946,ASV553,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,2389313,ASV21,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus,Rhacochilus vacca,2389313,ASV447,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis crassispina,5210429,ASV22,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis crassispina,5210429,ASV45,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis crassispina,5210429,ASV236,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis crassispina,5210429,ASV569,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,Pholis crassispina,5210429,ASV581,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV24,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV71,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV304,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV433,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV481,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,2409216,ASV532,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV27,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV86,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV133,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV245,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV430,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV437,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,Skeletonema pseudocostatum,3193385,ASV455,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,2408737,ASV30,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,2408737,ASV229,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,2408737,ASV388,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV32,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV109,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV110,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV209,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV246,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV252,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV268,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV302,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV313,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV315,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,5421999,ASV597,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,2336472,ASV34,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,2336472,ASV394,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Calcarinidae,Pararotalia,Pararotalia nipponica,7970185,ASV35,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,2394813,ASV36,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,2394813,ASV214,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,2394813,ASV421,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Xiphister,Xiphister atropurpureus,2394813,ASV422,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys xanthostigma,2408742,ASV37,species,gbif,NA
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,2436436,ASV40,species,gbif,NA
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,2436436,ASV83,species,gbif,NA
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,2436436,ASV345,species,gbif,NA
Animalia,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,2436436,ASV619,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,2389997,ASV42,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,2389997,ASV55,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,2389997,ASV221,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,Ammodytes personatus,2389997,ASV453,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,Liparis gibbus,5201429,ASV44,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,5214028,ASV46,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,5214028,ASV617,species,gbif,NA
Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,5215461,ASV47,species,gbif,NA
Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,5215461,ASV178,species,gbif,NA
Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,5215461,ASV429,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius lateralis,2333966,ASV56,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius lateralis,2333966,ASV322,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2389234,ASV57,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2389234,ASV408,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2389234,ASV409,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2389234,ASV419,species,gbif,NA
Animalia,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster,Cymatogaster aggregata,2389234,ASV580,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys,Enophrys bison,5201188,ASV61,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Enophrys,Enophrys bison,5201188,ASV600,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes evermanni,2409095,ASV64,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes evermanni,2409095,ASV378,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes evermanni,2409095,ASV499,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Syringidium,Syringidium daemon,5421727,ASV74,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Syringidium,Syringidium daemon,5421727,ASV114,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Agonidae,Agonopsis,Agonopsis vulsa,5201655,ASV90,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,2333746,ASV93,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Oligocottus,Oligocottus maculosus,2333746,ASV385,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2409051,ASV101,species,gbif,NA
Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2409051,ASV565,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,Hemilepidotus jordani,2333945,ASV112,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,Bathylagus pacificus,2410970,ASV115,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae,Bathylagus,Bathylagus pacificus,2410970,ASV627,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,3192947,ASV142,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,3192947,ASV262,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,3192947,ASV303,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,3192947,ASV386,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,7501406,ASV144,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros simplex,7501406,ASV306,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,Liparis fucensis,5201508,ASV163,species,gbif,NA
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,Gobiesox maeandricus,2411287,ASV166,species,gbif,NA
Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Gobiesox,Gobiesox maeandricus,2411287,ASV477,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Virgulinellidae,Virgulinella,Virgulinella fragilis,7450812,ASV191,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Virgulinellidae,Virgulinella,Virgulinella fragilis,7450812,ASV217,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Virgulinellidae,Virgulinella,Virgulinella fragilis,7450812,ASV247,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Virgulinellidae,Virgulinella,Virgulinella fragilis,7450812,ASV330,species,gbif,NA
Chromista,Foraminifera,Globothalamea,Rotaliida,Virgulinellidae,Virgulinella,Virgulinella fragilis,7450812,ASV336,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,2413452,ASV199,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,2413452,ASV267,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multiseries,7563157,ASV206,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,2441022,ASV207,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,2441022,ASV602,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,2441022,ASV635,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,2441022,ASV638,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa fallax,2412623,ASV212,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa fallax,2412623,ASV586,species,gbif,NA
Animalia,Chordata,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,Mallotus villosus,5214420,ASV218,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes trivittatus,2335369,ASV224,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,2414024,ASV243,species,gbif,NA
Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,2414024,ASV613,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,7572100,ASV261,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,7705930,ASV331,species,gbif,NA
Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,7705930,ASV599,species,gbif,NA
Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,Diaphus theta,2406199,ASV365,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,Corethron pennatum,3193839,ASV411,species,gbif,NA
Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,2415827,ASV457,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,Sebastolobus macrochir,2335324,ASV514,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus danicus,9328082,ASV564,species,gbif,NA
Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,5216368,ASV592,species,gbif,NA
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,Salmo salar,7595433,ASV598,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,4275426,ASV611,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,4275426,ASV616,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Leptocottus,Leptocottus armatus,2333923,ASV630,species,gbif,NA
Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,Phocoena phocoena,2440669,ASV639,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Artedius,Artedius harringtoni,2333963,ASV640,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Ascelichthys,Ascelichthys rhodorus,2334021,ASV642,species,gbif,NA
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos agrammus,2336490,ASV644,species,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,NA,NA,ASV135,genus,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,8681552,ASV29,genus,gbif,NA
Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,8681552,ASV577,genus,gbif,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,NA,5908300,ASV72,genus,gbif,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,Psychromonas,NA,5908300,ASV402,genus,gbif,NA
Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Myzopsetta,NA,NA,ASV49,genus,worms,319505
Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Myzopsetta,NA,NA,ASV442,genus,worms,319505
