set_number,lat1,lon1,lat2,lon2,distance,LCT,gamma_detection_method,alpha_detection_method,beta_detection_method,set_read_index,weight_total_kg,pabs_trawl,p_abs_eDNA,biomass_index
1,50.68833333333333,126.93694444444445,50.72222222222222,126.86888888888889,6.0924641638069685,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,29.2772429491729,0.028,1,1,0.004595841558878169
1,50.68833333333333,126.93694444444445,50.72222222222222,126.86888888888889,6.0924641638069685,Oncorhynchus gorbuscha,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.4270173472183,0.152,1,1,0.024948854176767205
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.27776392309302,86.866,1,1,5.026973629618088
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Entosphenus tridentatus,only trawl,only trawl,only trawl,0,0.058,1,0,0.0033564855123736463
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,36.466,1,0,2.1103034602451274
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,9.65222141296431,0.058,1,1,0.0033564855123736463
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,25.7594438854843,0.682,1,1,0.0394676399903246
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,9.54,1,0,0.5520839963455962
10,48.57555555555555,124.69972222222222,48.70027777777778,124.84027777777777,17.279979247991285,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,16.116,1,0,0.9326400089209255
11,48.59916666666667,124.75472222222223,48.69083333333334,124.59416666666667,15.579125157090827,Diaphus theta,only trawl,only trawl,only trawl,0,0.028,1,0,0.0017972767865759023
11,48.59916666666667,124.75472222222223,48.69083333333334,124.59416666666667,15.579125157090827,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.47910245474711,1.472,1,1,0.09448540820856172
11,48.59916666666667,124.75472222222223,48.69083333333334,124.59416666666667,15.579125157090827,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,13.8159848117377,20.376,1,1,1.3079039929739495
11,48.59916666666667,124.75472222222223,48.69083333333334,124.59416666666667,15.579125157090827,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.16322092861017,4.376,1,1,0.28088868635914815
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.00732408039945875,10.31,1,1,0.424083675355329
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Engraulis mordax,only trawl,only trawl,only trawl,0,0.06,1,0,0.0024679942309718465
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,5.63627015166444,43.49,1,1,1.7888844850827603
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Oncorhynchus nerka,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,5.99242404620473,182.836,1,1,7.520636553566143
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,8.27312776538787,0.34,1,1,0.013985300642173798
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Allosmerus elongatus,only trawl,only trawl,only trawl,0,0.028,1,0,0.001151730641120195
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Oncorhynchus kisutch,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.24341235328162,0.344,1,1,0.014149833590905252
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,8.722,1,0,0.3587640947089408
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,20.4581868599338,2.698,1,1,0.11097747391936737
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Oncorhynchus keta,both eDNA/trawl,only trawl,both eDNA/trawl,0,1.338,1,0,0.055036271350672183
12,48.532777777777774,124.33555555555556,48.70861111111111,124.5325,24.311239972539646,Oncorhynchus gorbuscha,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,6,2.76,1,1,0.11352773462470493
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,26.7988178884982,17.998,1,1,7.853749739235277
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.997239094422971,0.06,1,1,0.02618207491688613
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Clupea pallasii,both eDNA/trawl,only trawl,both eDNA/trawl,0,2.901,1,0,1.2659033222314444
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.464,1,0,2.8206822043791995
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.81595064686403,24.676,1,1,10.767814677484703
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Diaphus theta,only trawl,only trawl,only trawl,0,0.036,1,0,0.015709244950131675
13,48.49777777777778,124.38972222222222,48.48138888888889,124.40861111111111,2.291644195139897,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,21,45.339,1,1,19.784484910945004
14,48.68666666666667,125.0425,48.61611111111111,125.13555555555556,10.398716250177003,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,35.9378635403364,4.798,1,1,0.46140310828447983
14,48.68666666666667,125.0425,48.61611111111111,125.13555555555556,10.398716250177003,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,6.158,1,0,0.5921884828711603
14,48.68666666666667,125.0425,48.61611111111111,125.13555555555556,10.398716250177003,Engraulis mordax,only trawl,only trawl,only trawl,0,0.028,1,0,0.002692640065019891
14,48.68666666666667,125.0425,48.61611111111111,125.13555555555556,10.398716250177003,Alosa sapidissima,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.194,1,0,0.01865614902192353
16,48.62444444444444,125.11972222222222,48.85638888888889,125.15055555555556,25.872516607395415,Oncorhynchus kisutch,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.84104150833243,0.852,1,1,0.03293069680575502
16,48.62444444444444,125.11972222222222,48.85638888888889,125.15055555555556,25.872516607395415,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,2.596,1,0,0.10033813252082165
16,48.62444444444444,125.11972222222222,48.85638888888889,125.15055555555556,25.872516607395415,Oncorhynchus nerka,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.60454681494451,5.452,1,1,0.21072553871476102
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Sebastes entomelas,both eDNA/trawl,only trawl,only trawl,0,0.878,1,0,0.05004510465893906
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Sebastes flavidus,only trawl,only trawl,only trawl,0,10.15,1,0,0.5785396495310153
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,46.6906815169542,0.028,1,1,0.0015959714469821113
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Squalus suckleyi,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.482168279642491,1.718,1,1,0.0979242480684024
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Diaphus theta,only trawl,only trawl,only trawl,0,0.001,1,0,5.699898024936112e-5
2,50.658055555555556,126.74916666666667,50.52444444444444,126.61666666666666,17.544173520739587,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.18,1,0,0.010259816444885
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,102.556093116722,2.89,1,1,0.23869368594203055
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Gadus/chalcogrammus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.0300405233866254,0.558,1,1,0.046086877770122166
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.806,1,0,0.06656993455684312
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Allosmerus elongatus,only trawl,only trawl,only trawl,0,0.001,1,0,8.259297091419743e-5
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.044,1,0,0.0036340907202246863
3,50.74694444444444,127.10555555555555,50.76833333333334,126.93666666666667,12.10756785875714,Spirinchus starksi,only trawl,only trawl,only trawl,0,0.028,1,0,0.0023126031855975277
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,105.775193340811,0.182,1,1,0.006692195583720052
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,7.882,1,0,0.2898235472026453
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Mallotus villosus,only trawl,only trawl,only trawl,0,0.001,1,0,3.677030540505523e-5
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,47.206,1,0,1.7357790369510373
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,1.93341358300788,0.774,1,1,0.02846021638351275
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,3.05,1,0,0.11214943148541845
4,50.689722222222215,127.00527777777778,50.89111111111111,127.22527777777778,27.19585787999788,Oncorhynchus kisutch,both eDNA/trawl,only trawl,both eDNA/trawl,0,3.188,1,0,0.11722373363131608
5,50.56944444444444,126.74000000000001,50.77583333333333,126.82666666666665,23.73215054869652,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,18,0.02,1,1,8.427386282992585e-4
5,50.56944444444444,126.74000000000001,50.77583333333333,126.82666666666665,23.73215054869652,Sebastes flavidus,only trawl,only trawl,only trawl,0,1.246,1,0,0.052502616543043806
5,50.56944444444444,126.74000000000001,50.77583333333333,126.82666666666665,23.73215054869652,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.052,1,0,0.002191120433578072
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Anoplopoma fimbria,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.732,1,0,0.11281531407885917
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,4.46,1,0,0.6873719956170927
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,7.344,1,0,1.1318520035452757
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Thaleichthys pacificus,both eDNA/trawl,only trawl,both eDNA/trawl,0,1.52,1,0,0.23426130792331412
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Oncorhynchus kisutch,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.034,1,0,0.005240055571968869
7,50.57833333333333,126.52194444444444,50.5325,126.46499999999999,6.488480805791347,Corphaenidoes sp,only trawl,only trawl,only trawl,0,0.001,1,0,1.5411928152849613e-4
8,48.37888888888889,123.81388888888888,48.340555555555554,123.94805555555556,10.783036673677204,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,97.832728770578,3.273,1,1,0.3035323071829867
8,48.37888888888889,123.81388888888888,48.340555555555554,123.94805555555556,10.783036673677204,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,9.46,1,0,0.877303888161031
8,48.37888888888889,123.81388888888888,48.340555555555554,123.94805555555556,10.783036673677204,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,11.15,1,0,1.0340315383716168
8,48.37888888888889,123.81388888888888,48.340555555555554,123.94805555555556,10.783036673677204,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,2.51722734451176,0.681,1,1,0.06315475135704673
8,48.37888888888889,123.81388888888888,48.340555555555554,123.94805555555556,10.783036673677204,Oncorhynchus nerka,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.001,1,0,9.273825456247684e-5
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Oncorhynchus tshawytscha,both eDNA/trawl,only trawl,both eDNA/trawl,0,0.88,1,0,0.0568944294514893
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Parophrys vetulus,only trawl,only trawl,only trawl,0,0.164,1,0,0.010603052761413915
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Diaphus theta,only trawl,only trawl,only trawl,0,0.001,1,0,6.465276074032875e-5
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Merluccius productus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,4.83664907101568,39.702,1,1,2.5668439069125317
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Gadus/chalcogrammus,both eDNA/trawl,only trawl,both eDNA/trawl,0,25.495,1,0,1.6483221350746815
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Clupea pallasii,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,96.2281231408721,3.488,1,1,0.22550882946226666
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Thaleichthys pacificus,both eDNA/trawl,both eDNA/trawl,both eDNA/trawl,0.801346058365974,1.584,1,1,0.10240997301268075
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Reinhardtius hippoglossoides,only trawl,only trawl,only trawl,0,3.034,1,0,0.1961564760861574
9,48.56388888888888,123.86138888888888,48.42472222222222,123.85722222222222,15.467243603353591,Squalus suckleyi,both eDNA/trawl,only trawl,both eDNA/trawl,0,15.92,1,0,1.0292719509860337
